"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL442082";"";"None";"465.33";"1";"7.45";"50";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cccc(-c4ccccc4)c3)c2)c(Cl)c1";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"16.50";"0.33";"0.23";"11.50";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.68"
"CHEMBL192490";"";"None";"366.05";"0";"4.02";"15";"CCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"1905.46";"nM";"5.72";"";"";"UO_0000065";"15.63";"0.46";"1.70";"12.29";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.72"
"CHEMBL425557";"";"None";"629.32";"2";"7.10";"11";"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(CCN(CC)CC)c(I)c1";"IC50";"'='";"602.56";"nM";"6.22";"";"";"UO_0000065";"9.88";"0.28";"-0.88";"18.59";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.22"
"CHEMBL39174";"";"None";"444.12";"1";"5.46";"7";"CC(C)c1cc(Oc2c(Br)cc(CC(=O)O)cc2Br)ccc1O";"IC50";"'='";"0.0955";"nM";"10.02";"";"";"UO_0000065";"22.56";"0.59";"4.56";"15.01";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"10.02"
"CHEMBL250104";"";"None";"492.99";"1";"5.57";"11f";"O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL903385";"Antagonist activity at human TR-beta-1 expressed in CHO cells assessed as TRAF-beta-1-driven gene transactivation by alkaline phosphatase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";"";"230.0"
"CHEMBL205171";"";"None";"489.19";"1";"6.55";"85";"CCCC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"46.77";"nM";"7.33";"";"";"UO_0000065";"14.98";"0.36";"0.78";"9.69";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.33"
"CHEMBL202940";"";"None";"461.14";"1";"5.77";"83";"CC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"18.2";"nM";"7.74";"";"";"UO_0000065";"16.78";"0.41";"1.97";"10.23";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.74"
"CHEMBL238179";"";"None";"550.20";"1";"4.70";"80";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(C(=O)NCCc3ccccn3)c2)c(Br)c1";"IC50";"'='";"67.61";"nM";"7.17";"";"";"UO_0000065";"13.03";"0.32";"2.47";"6.59";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.17"
"CHEMBL394176";"";"None";"562.13";"2";"7.15";"66";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Oc3ccc(C(F)(F)F)cc3)c2)c(Br)c1";"IC50";"'='";"9.55";"nM";"8.02";"";"";"UO_0000065";"14.27";"0.35";"0.87";"10.55";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.02"
"CHEMBL236438";"";"None";"473.23";"1";"6.68";"53";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cccc(OC(F)(F)F)c3)c2)c(Cl)c1";"IC50";"'='";"3.388";"nM";"8.47";"";"";"UO_0000065";"17.90";"0.37";"1.79";"11.15";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.47"
"CHEMBL124205";"";"None";"531.40";"1";"4.28";"43";"CC1(C)C2CCC(NC(=O)c3cc(Oc4c(Cl)cc(-n5ncc(=O)[nH]c5=O)cc4Cl)ccc3O)C1C2";"IC50";"'='";"0.1122";"nM";"9.95";"";"";"UO_0000065";"18.72";"0.38";"5.67";"7.88";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.95"
"CHEMBL192427";"";"None";"420.14";"1";"5.19";"24";"O=C(O)CCc1cc(Br)c(OCC2CCCCC2)c(Br)c1";"IC50";"'='";"190.55";"nM";"6.72";"";"";"UO_0000065";"15.99";"0.44";"1.53";"14.44";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.72"
"CHEMBL192639";"";"None";"394.10";"0";"4.80";"18";"CCCCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"1513.56";"nM";"5.82";"";"";"UO_0000065";"14.77";"0.42";"1.02";"12.51";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.82"
"CHEMBL126693";"";"None";"521.34";"1";"3.53";"32";"O=c1cnn(-c2cc(Cl)c(Oc3ccc(O)c(S(=O)(=O)Nc4ccccc4)c3)c(Cl)c2)c(=O)[nH]1";"IC50";"'='";"0.2818";"nM";"9.55";"";"";"UO_0000065";"18.32";"0.38";"6.02";"6.66";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.55"
"CHEMBL237600";"";"None";"216.32";"0";"4.18";"6e";"C=CC(=O)c1ccc(CCCCCC)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"26.92";"0.50";"1.64";"34.12";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"1.5"
"CHEMBL395872";"";"None";"217.27";"0";"2.79";"6l";"C=CC(=O)c1ccc(NC(=O)CCC)cc1";"IC50";"'='";"85900.0";"nM";"4.07";"";"";"UO_0000065";"18.71";"0.35";"1.28";"8.81";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"85.9"
"CHEMBL237823";"";"None";"188.27";"0";"3.40";"6b";"C=CC(=O)c1ccc(CCCC)cc1";"IC50";"'='";"66000.0";"nM";"4.18";"";"";"UO_0000065";"22.20";"0.41";"0.78";"24.49";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"66.0"
"CHEMBL237822";"";"None";"174.24";"0";"3.01";"6a";"C=CC(=O)c1ccc(CCC)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"22.96";"0.42";"0.99";"23.43";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL236543";"";"None";"232.32";"0";"3.39";"8g";"CCCCCCc1ccc(C(=O)C2CO2)cc1";"IC50";"'='";"19100.0";"nM";"4.72";"";"";"UO_0000065";"20.31";"0.38";"1.33";"15.94";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"19.1"
"CHEMBL398107";"";"None";"245.37";"0";"4.32";"7c";"C/C=C/C(=O)Nc1ccc(CCCCCC)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL900770";"Displacement of labeled SRC2-2 from human TRbeta expressed in BL21 (DE3) cells FP assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BL21-DE3";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137577";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";"";"100.0"
"CHEMBL391367";"";"None";"515.20";"1";"4.96";"3b";"CC(C)c1cc(Oc2c(Br)cc(CC(=O)N[C@@H](C)C(=O)O)cc2Br)ccc1O";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"17.25";"0.43";"3.93";"9.27";"0";"CHEMBL896601";"Binding affinity at human thyroid hormone receptor beta-1 expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149545";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307512";"";"";"";"1.3"
"CHEMBL331703";"";"None";"404.50";"0";"3.90";"12";"CCS(=O)(=O)c1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1";"IC50";"'='";"9290.0";"nM";"5.03";"";"";"UO_0000065";"12.44";"0.24";"1.13";"6.47";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"9.29"
"CHEMBL2348923";"";"None";"445.50";"0";"2.49";"3{3,8}";"CC1Cc2ccccc2N1C(=O)CCCNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348895";"";"None";"474.54";"0";"1.78";"3{2,21}";"Cc1ccc(N2CCN(C(=O)CCNC(=O)c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)CC2)cc1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348893";"";"None";"399.47";"0";"1.76";"3{2,2}";"CC(C)N(C(=O)CCNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)C(C)C";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348886";"";"None";"405.43";"0";"1.78";"3{2,11}";"CN(C(=O)CCNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)c1ccccc1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348884";"";"None";"449.53";"0";"2.20";"3{2,1}";"CS(=O)(=O)c1ccc(C(=O)NCCC(=O)NC23CC4CC(CC(C4)C2)C3)cc1[N+](=O)[O-]";"IC50";"'='";"31000.0";"nM";"4.51";"";"";"UO_0000065";"10.03";"0.20";"2.31";"3.33";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"31.0"
"CHEMBL2348872";"";"None";"423.42";"0";"1.53";"3{1,15}";"CN(Cc1ccccc1F)C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"10.91";"0.22";"3.09";"3.65";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"24.0"
"CHEMBL192490";"";"None";"366.05";"0";"4.02";"65";"CCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"1905.46";"nM";"5.72";"";"";"UO_0000065";"15.63";"0.46";"1.70";"12.29";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.72"
"CHEMBL442280";"";"None";"457.23";"1";"6.80";"59";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3ccccc3C(F)(F)F)c2)c(Cl)c1";"IC50";"'='";"3.236";"nM";"8.49";"";"";"UO_0000065";"18.57";"0.39";"1.69";"12.72";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"8.49"
"CHEMBL235166";"";"None";"510.13";"2";"5.83";"27";"O=C(O)Cc1cc(Br)c(Oc2ccc(O)c(Oc3ccccc3O)c2)c(Br)c1";"IC50";"'='";"83.18";"nM";"7.08";"";"";"UO_0000065";"13.88";"0.35";"1.25";"7.36";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.08"
"CHEMBL561850";"";"None";"275.44";"0";"4.33";"1";"CCCCCCCc1ccc(C(=O)CCN(C)C)cc1";"IC50";"'='";"9600.0";"nM";"5.02";"";"";"UO_0000065";"18.22";"0.34";"0.69";"24.71";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"9.6"
"CHEMBL551185";"";"None";"307.43";"0";"3.79";"12{4}";"CCCCCCOc1ccc(C(=O)CCN(C)C)c(OC)c1";"IC50";"'='";"25300.0";"nM";"4.60";"";"";"UO_0000065";"14.95";"0.29";"0.81";"11.86";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"25.3"
"CHEMBL192508";"";"None";"380.08";"0";"4.26";"9d";"CC(C)CCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"12.48";"0.36";"0.48";"10.20";"0";"CHEMBL832459";"Inhibitory activity against human Thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"18.0"
"CHEMBL192490";"";"None";"366.05";"0";"4.02";"9b";"CCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"15.63";"0.46";"1.70";"12.30";"0";"CHEMBL832459";"Inhibitory activity against human Thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.9"
"CHEMBL195855";"";"None";"394.10";"0";"4.65";"9h";"CC(C)CCOc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL829372";"Inhibitory activity against human TRAFbeta; Not tested";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";""
"CHEMBL202521";"";"None";"447.11";"1";"5.52";"12a";"CCC(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"15.33";"0.37";"1.33";"9.06";"0";"CHEMBL867119";"Binding affinity to human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149453";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"140.0"
"CHEMBL202940";"";"None";"461.14";"1";"5.77";"12b";"CC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"16.79";"0.41";"1.97";"10.24";"0";"CHEMBL867119";"Binding affinity to human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149453";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"18.0"
"CHEMBL3126375";"";"None";"365.47";"1";"5.23";"4d";"Cc1c(CCCC(=O)O)c2ccccc2n1Cc1ccc(O)c(C(C)C)c1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"17.89";"0.33";"1.31";"10.47";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"0.29"
"CHEMBL3126367";"";"None";"366.42";"0";"3.85";"11b";"Cc1cc2c(NC(=O)C(=O)O)cccc2n1Cc1ccc(O)c(C(C)C)c1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"20.19";"0.37";"3.55";"8.08";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"0.04"
"CHEMBL120245";"";"None";"354.46";"1";"5.23";"6";"CC(C)c1cccc(-c2nn3c(c2-c2ccnc4ccccc24)CCC3)n1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"16.61";"0.30";"0.66";"13.50";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"1.3"
