"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL124145";"";"None";"494.91";"0";"1.40";"29";"Cc1cc(-n2ncc(=O)[nH]c2=O)cc(Cl)c1Oc1ccc(O)c(S(=O)(=O)N2CCOCC2)c1";"IC50";"'='";"75.86";"nM";"7.12";"";"";"UO_0000065";"14.39";"0.29";"5.72";"4.95";"0";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.12"
"CHEMBL192426";"";"None";"408.13";"1";"5.04";"23";"CCC(CC)COc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"812.83";"nM";"6.09";"";"";"UO_0000065";"14.92";"0.42";"1.05";"13.09";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.09"
"CHEMBL291053";"THYROPROPIC ACID";"2.0";"635.96";"2";"5.02";"4";"O=C(O)CCc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1";"IC50";"'='";"0.01905";"nM";"10.72";"";"";"UO_0000065";"16.86";"0.67";"5.70";"16.06";"1";"CHEMBL898226";"Inhibition of human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149596";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"10.72"
"CHEMBL193152";"";"None";"380.08";"0";"4.41";"9c";"CCCCCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL829372";"Inhibitory activity against human TRAFbeta; Not tested";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";""
"CHEMBL195556";"";"None";"408.13";"1";"5.19";"9i";"CCCCCCOc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"15.79";"0.44";"1.25";"13.85";"0";"CHEMBL832459";"Inhibitory activity against human Thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143623";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.36"
"CHEMBL195079";"";"None";"426.09";"1";"5.91";"17";"O=C(O)Cc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"18.51";"0.45";"1.98";"13.71";"0";"CHEMBL882591";"Inhibitory concentration against cloned human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142857";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"13.0"
"CHEMBL539139";"";"None";"265.35";"0";"2.24";"16{1}";"CCOCCOc1ccc(C(=O)CCN(C)C)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL250513";"";"None";"485.22";"1";"5.65";"15";"CCN(CC)c1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1";"IC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"14.55";"0.37";"1.41";"14.19";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"87.0"
"CHEMBL402714";"";"None";"428.12";"1";"5.12";"11a";"Cc1ccccc1COc1c(Br)cc(CCC(=O)O)cc1Br";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"15.65";"0.42";"1.58";"14.40";"0";"CHEMBL903381";"Binding affinity at human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139115";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"200.0"
"CHEMBL553652";"";"None";"303.45";"0";"4.31";"15{3}";"CCCCCCOc1ccc(C(=O)CCN2CCCC2)cc1";"IC50";"'='";"18900.0";"nM";"4.72";"";"";"UO_0000065";"15.57";"0.29";"0.41";"15.99";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"18.9"
"CHEMBL378593";"";"None";"497.14";"1";"5.78";"67";"CC(C)c1cc(Oc2c(Br)cc3nc(C(=O)O)cc(O)c3c2Br)ccc1O";"IC50";"'='";"51.29";"nM";"7.29";"";"";"UO_0000065";"14.66";"0.37";"1.51";"7.30";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.29"
"CHEMBL425366";"";"None";"394.10";"0";"4.65";"66";"CCC(CC)COc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"15.48";"0.44";"1.45";"13.11";"1";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.1"
"CHEMBL236436";"";"None";"455.24";"1";"6.39";"61";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cccc(OC(F)F)c3)c2)c(Cl)c1";"IC50";"'='";"0.7762";"nM";"9.11";"";"";"UO_0000065";"20.01";"0.41";"2.72";"11.99";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"9.11"
"CHEMBL442082";"";"None";"465.33";"1";"7.45";"60";"O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cccc(-c4ccccc4)c3)c2)c(Cl)c1";"IC50";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"16.50";"0.33";"0.23";"11.50";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"7.68"
"CHEMBL192508";"";"None";"380.08";"0";"4.26";"40";"CC(C)CCOc1c(Br)cc(CC(=O)O)cc1Br";"IC50";"'='";"1819.7";"nM";"5.74";"";"";"UO_0000065";"15.10";"0.44";"1.48";"12.34";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.74"
"CHEMBL253123";"";"None";"392.09";"0";"4.55";"36";"O=C(O)Cc1cc(Br)c(OC2CCCCC2)c(Br)c1";"IC50";"'='";"776.25";"nM";"6.11";"";"";"UO_0000065";"15.58";"0.44";"1.56";"13.13";"0";"CHEMBL925135";"Inhibition of thyroid hormone receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140629";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"6.11"
"CHEMBL418432";"";"None";"369.24";"1";"5.63";"17";"CC(C)c1cc(Oc2c(Cl)cc(CCC(=O)O)cc2Cl)ccc1O";"IC50";"'='";"0.15";"nM";"9.82";"";"";"UO_0000065";"26.61";"0.56";"4.19";"14.72";"0";"CHEMBL814601";"Concentration required to inhibit 50% of I-T3 binding to hTR1 (Thyroid hormone receptor beta) was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136772";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.15"
"CHEMBL198875";"";"None";"455.13";"1";"6.17";"20b";"O=C(O)CCNc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1";"IC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"19.21";"0.46";"2.57";"12.57";"0";"CHEMBL882591";"Inhibitory concentration against cloned human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142857";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1.8"
"CHEMBL118339";"";"None";"289.38";"0";"4.18";"13";"Cc1ccc(-c2c(-c3cccc(C)n3)nn3c2CCC3)cc1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"18.65";"0.34";"1.22";"17.58";"0";"CHEMBL811488";"Inhibitory activity against TGF-beta type I receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147482";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"4.0"
"CHEMBL560148";"";"None";"291.43";"0";"4.09";"11";"CCCCCCOc1cc(C)ccc1C(=O)CCN(C)C";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL550766";"";"None";"353.51";"1";"5.17";"14{3}";"CCCCCCOc1ccc(C(=O)C(CN(C)C)c2ccccc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL540227";"";"None";"359.90";"1";"5.98";"15{10}";"CCCCCCOc1ccc(C(=O)CCNc2cccc(Cl)c2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"50.0"
"CHEMBL196613";"";"None";"424.28";"1";"7.28";"22";"O=C(O)Nc1cc(Cl)c(-c2cccc3c(-c4ccccc4)c(O)ccc23)c(Cl)c1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"17.77";"0.35";"0.26";"10.84";"0";"CHEMBL882591";"Inhibitory concentration against cloned human thyroid hormone receptor beta 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142857";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"29.0"
"CHEMBL193198";"";"None";"472.17";"1";"6.65";"3";"CC(C)c1cc(Oc2c(Br)cc(C(=O)O)cc2Br)cc(C(C)C)c1O";"IC50";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"12.79";"0.33";"-0.61";"9.05";"1";"CHEMBL856620";"Binding affinity to human TRbeta1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137319";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"910.0"
"CHEMBL2349058";"";"None";"471.54";"0";"2.83";"3{5,8}";"CC1Cc2ccccc2N1C(=O)C1CCN(C(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)CC1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2349057";"";"None";"457.51";"0";"2.39";"3{5,7}";"CS(=O)(=O)c1ccc(C(=O)N2CCC(C(=O)N3Cc4ccccc4C3)CC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348926";"";"None";"433.49";"0";"2.51";"3{4,12}";"CCCN(C(=O)CN(C)C(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)c1ccccc1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348915";"";"None";"488.57";"0";"2.17";"3{3,21}";"Cc1ccc(N2CCN(C(=O)CCCNC(=O)c3ccc(S(C)(=O)=O)c([N+](=O)[O-])c3)CC2)cc1";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348913";"";"None";"473.55";"0";"2.91";"3{3,19}";"CS(=O)(=O)c1ccc(C(=O)NCCCC(=O)N2CCC(c3ccccc3)CC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348892";"";"None";"459.52";"0";"2.52";"3{2,19}";"CS(=O)(=O)c1ccc(C(=O)NCCC(=O)N2CCC(c3ccccc3)CC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348880";"";"None";"514.48";"1";"2.10";"3{1,24}";"CS(=O)(=O)c1ccc(C(=O)NCC(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1[N+](=O)[O-]";"IC50";"'>'";"60000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"60.0"
"CHEMBL2348874";"";"None";"481.53";"0";"2.96";"3{1,18}";"CS(=O)(=O)c1ccc(C(=O)NCC(=O)N(Cc2ccccc2)Cc2ccccc2)cc1[N+](=O)[O-]";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"11.31";"0.22";"2.48";"4.30";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"3.6"
"CHEMBL2348867";"";"None";"417.44";"0";"1.31";"3{1,10}";"CS(=O)(=O)c1ccc(C(=O)NCC(=O)N2CCc3ccccc3C2)cc1[N+](=O)[O-]";"IC50";"'='";"46000.0";"nM";"4.34";"";"";"UO_0000065";"10.39";"0.20";"3.03";"3.42";"0";"CHEMBL2352076";"Inhibition of TRbeta-LBD (unknown origin) interaction to texas red-labeled SRC2-2 peptide by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"46.0"
"CHEMBL3126378";"";"None";"380.44";"0";"3.64";"5a";"Cc1c(C(=O)NCC(=O)O)c2ccccc2n1Cc1ccc(O)c(C(C)C)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"15.66";"0.29";"2.32";"6.51";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"1.1"
"CHEMBL1544";"LIOTHYRONINE";"4.0";"650.98";"1";"3.95";"T3";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"13.11";"0.51";"4.59";"9.20";"0";"CHEMBL3131651";"Displacement of [125I]-Triiodothyronine from human recombinant TRbeta1 ligand binding domain after 2 to 3 hrs by beta counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124871";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"0.0029"
"CHEMBL538961";"";"None";"366.89";"0";"3.30";"17{1,1,4}";"CCCCCCOc1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"14.50";"0.29";"2.02";"9.07";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"4.8"
"CHEMBL572342";"";"None";"333.54";"1";"5.25";"17{2,5,2}";"CCCCCCSc1cc(C)c(C(=O)CCN2CC2C)c(C)c1";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"15.82";"0.31";"0.03";"26.27";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"5.3"
"CHEMBL563871";"";"None";"479.47";"0";"4.49";"17{1,4,6}";"CCCCCCOc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"12.72";"0.28";"1.61";"9.11";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.8"
"CHEMBL541481";"";"None";"369.96";"0";"4.92";"17{2,1,3}";"CCCCCCSc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"16.48";"0.35";"1.18";"20.64";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.8"
"CHEMBL550295";"";"None";"449.40";"0";"3.35";"17{3,2,4}";"CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1Cl";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"13.57";"0.30";"2.75";"7.30";"0";"CHEMBL1034533";"Inhibition of SRC2 binding to human TRbeta receptor ligand binding domain expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1947";"Thyroid hormone receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151935";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.8"
